"","Treatment","value","test","site"
"18824","Prairie Strips",28.4259259259259,"NODF","sme"
"18825","Prairie Strips",45.7364341085271,"NODF","smi"
"18826","Prairie Strips",18.6046511627907,"NODF","smi"
"18827","Prairie Strips",0,"NODF","sto"
"18828","Prairie Strips",38.8888888888889,"NODF","sto"
"18829","Prairie Strips",23.6559139784946,"NODF","who"
"18830","Prairie Strips",40,"NODF","who"
"18831","Prairie Strips",43.8095238095238,"NODF","gut"
"18832","Prairie Strips",25.9090909090909,"NODF","gut"
"18833","Prairie Strips",35.4838709677419,"NODF","sme"
"18834","Prairie Strips",34.8571428571429,"NODF","sme"
"18835","Prairie Strips",36.62100456621,"NODF","smi"
"18836","Prairie Strips",29.6296296296296,"NODF","smi"
"18837","Prairie Strips",33.3333333333333,"NODF","sto"
"18838","Prairie Strips",34.4961240310078,"NODF","sto"
"18839","Prairie Strips",27.7397260273973,"NODF","who"
"18840","Prairie Strips",76.0416666666667,"NODF","who"
"18841","Prairie Strips",23.5294117647059,"NODF","gut"
"18842","Prairie Strips",28.6458333333333,"NODF","gut"
"18843","Prairie Strips",29.6803652968037,"NODF","sme"
"18844","Prairie Strips",12,"NODF","sme"
"18845","Prairie Strips",36.6438356164384,"NODF","smi"
"18846","Prairie Strips",42.3611111111111,"NODF","smi"
"18847","Prairie Strips",34.375,"NODF","sto"
"18848","Prairie Strips",37.5,"NODF","sto"
"18849","Prairie Strips",40.1960784313725,"NODF","who"
"18850","Prairie Strips",60.752688172043,"NODF","who"
"18851","Prairie Strips",23.2142857142857,"NODF","gut"
"18852","Prairie Strips",21.5686274509804,"NODF","gut"
"18853","Prairie Strips",5.55555555555556,"NODF","sme"
"18854","Prairie Strips",43.5185185185185,"NODF","sme"
"18855","Prairie Strips",61.5384615384615,"NODF","smi"
"18856","Prairie Strips",39.3574297188755,"NODF","smi"
"18857","Prairie Strips",23.1818181818182,"NODF","sto"
"18858","Prairie Strips",26.1904761904762,"NODF","sto"
"18859","Prairie Strips",38.1720430107527,"NODF","who"
"18860","Prairie Strips",34.2592592592593,"NODF","who"
"18861","Prairie Strips",27.6543209876543,"NODF","gut"
"18862","Prairie Strips",18.4895833333333,"NODF","gut"
"18863","Prairie Strips",29.0849673202614,"NODF","sme"
"18864","Prairie Strips",45.4337899543379,"NODF","sme"
"18865","Prairie Strips",23.6559139784946,"NODF","smi"
"18866","Prairie Strips",21.9298245614035,"NODF","smi"
"18867","Prairie Strips",31.0077519379845,"NODF","sto"
"18868","Prairie Strips",44.238683127572,"NODF","sto"
"18869","Prairie Strips",39.6739130434783,"NODF","who"
"18870","Prairie Strips",45.2777777777778,"NODF","who"
"18871","Prairie Strips",25,"NODF","gut"
"18872","Prairie Strips",39.5,"NODF","gut"
"18873","Prairie Strips",38.9194139194139,"NODF","sme"
"18874","Prairie Strips",14.2857142857143,"NODF","sme"
"18875","Prairie Strips",27.8571428571429,"NODF","smi"
"18876","Prairie Strips",26.9230769230769,"NODF","smi"
"18877","Prairie Strips",36.046511627907,"NODF","sto"
"18878","Prairie Strips",25.4385964912281,"NODF","sto"
"18879","Prairie Strips",24,"NODF","who"
"18880","Prairie Strips",45.4710144927536,"NODF","who"
"18881","Prairie Strips",33.3333333333333,"NODF","gut"
"18882","Prairie Strips",19.4444444444444,"NODF","gut"
"18883","Prairie Strips",26.1904761904762,"NODF","sme"
"18884","Prairie Strips",10,"NODF","sme"
"18885","Prairie Strips",26.8707482993197,"NODF","smi"
"18886","Prairie Strips",21.6145833333333,"NODF","smi"
"18887","Prairie Strips",48.1684981684982,"NODF","sto"
"18888","Prairie Strips",15.1162790697674,"NODF","sto"
"18889","Prairie Strips",57.3232323232323,"NODF","who"
"18890","Prairie Strips",35.1851851851852,"NODF","who"
"18891","Prairie Strips",40.7407407407407,"NODF","gut"
"18892","Prairie Strips",33.4474885844749,"NODF","gut"
"18893","Prairie Strips",49.2019884877028,"NODF","sme"
"18894","Prairie Strips",24.2424242424242,"NODF","sme"
"18895","Prairie Strips",27,"NODF","smi"
"18896","Prairie Strips",29.7619047619048,"NODF","smi"
"18897","Prairie Strips",13.4703196347032,"NODF","sto"
"18898","Prairie Strips",41.9354838709677,"NODF","sto"
"18899","Prairie Strips",10,"NODF","who"
"18900","Prairie Strips",31.030701754386,"NODF","who"
"18901","Prairie Strips",37.2222222222222,"NODF","gut"
"18902","Prairie Strips",20.4081632653061,"NODF","gut"
"18903","Prairie Strips",17.7083333333333,"NODF","sme"
"18904","Prairie Strips",44.4298245614035,"NODF","sme"
"18905","Prairie Strips",28.6144578313253,"NODF","smi"
"18906","Prairie Strips",36.978021978022,"NODF","smi"
"18907","Prairie Strips",22.2222222222222,"NODF","sto"
"18908","Prairie Strips",29.1666666666667,"NODF","sto"
"18909","Prairie Strips",31.0457516339869,"NODF","who"
"18910","Prairie Strips",34.9794238683128,"NODF","who"
"18911","Prairie Strips",28.5,"NODF","gut"
"18912","Prairie Strips",29.3478260869565,"NODF","gut"
"18913","Prairie Strips",50.1633986928105,"NODF","sme"
"18914","Prairie Strips",32.4561403508772,"NODF","sme"
"18915","Prairie Strips",30.952380952381,"NODF","smi"
"18916","Prairie Strips",25,"NODF","smi"
"18917","Prairie Strips",31.9444444444444,"NODF","sto"
"18918","Prairie Strips",56.1594202898551,"NODF","sto"
"18919","Prairie Strips",43.1,"NODF","who"
"18920","Prairie Strips",34.6153846153846,"NODF","who"
"18921","Prairie Strips",36.6666666666667,"NODF","gut"
"18922","Prairie Strips",42.3177083333333,"NODF","gut"
"18923","Prairie Strips",26.2121212121212,"NODF","sme"
"18924","Prairie Strips",44.4444444444444,"NODF","sme"
"18925","Prairie Strips",40.9340659340659,"NODF","smi"
"18926","Prairie Strips",26.1666666666667,"NODF","smi"
"18927","Prairie Strips",19.047619047619,"NODF","sto"
"18928","Prairie Strips",45.6363636363636,"NODF","sto"
"18929","Prairie Strips",5.35714285714286,"NODF","who"
"18930","Prairie Strips",41.2280701754386,"NODF","who"
"18931","Prairie Strips",22.5806451612903,"NODF","gut"
"18932","Prairie Strips",32.8189300411523,"NODF","gut"
"18933","Prairie Strips",29.2666666666667,"NODF","sme"
"18934","Prairie Strips",38.3720930232558,"NODF","sme"
"18935","Prairie Strips",21.6666666666667,"NODF","smi"
"18936","Prairie Strips",36.4285714285714,"NODF","smi"
"18937","Prairie Strips",20.9302325581395,"NODF","sto"
"18938","Prairie Strips",20.3703703703704,"NODF","sto"
"18939","Prairie Strips",26.6666666666667,"NODF","who"
"18940","Prairie Strips",37.5,"NODF","who"
"18941","Prairie Strips",40.3645833333333,"NODF","gut"
"18942","Prairie Strips",22.2222222222222,"NODF","gut"
"18943","Prairie Strips",35.0549450549451,"NODF","sme"
"18944","Prairie Strips",30.4347826086957,"NODF","sme"
"18945","Prairie Strips",0,"NODF","smi"
"18946","Prairie Strips",28.9473684210526,"NODF","smi"
"18947","Prairie Strips",48.4722222222222,"NODF","sto"
"18948","Prairie Strips",30.3571428571429,"NODF","sto"
"18949","Prairie Strips",32.8282828282828,"NODF","who"
"18950","Prairie Strips",51.3374485596708,"NODF","who"
"18951","Prairie Strips",44.9074074074074,"NODF","gut"
"18952","Prairie Strips",10.9375,"NODF","gut"
"18953","Prairie Strips",38.9545454545455,"NODF","sme"
"18954","Prairie Strips",31.5789473684211,"NODF","sme"
"18955","Prairie Strips",36.9230769230769,"NODF","smi"
"18956","Prairie Strips",50,"NODF","smi"
"18957","Prairie Strips",60.15625,"NODF","sto"
"18958","Prairie Strips",32.1004566210046,"NODF","sto"
"18959","Prairie Strips",42.5903614457831,"NODF","who"
"18960","Prairie Strips",35.2511415525114,"NODF","who"
"18961","Prairie Strips",36.9281045751634,"NODF","gut"
"18962","Prairie Strips",45.2380952380952,"NODF","gut"
"18963","Prairie Strips",25.7675438596491,"NODF","sme"
"18964","Prairie Strips",44.4444444444444,"NODF","sme"
"18965","Prairie Strips",14.2857142857143,"NODF","smi"
"18966","Prairie Strips",0,"NODF","smi"
"18967","Prairie Strips",66.6927083333333,"NODF","sto"
"18968","Prairie Strips",30.6122448979592,"NODF","sto"
"18969","Prairie Strips",53.9094650205761,"NODF","who"
"18970","Prairie Strips",45.6209150326797,"NODF","who"
"18971","Prairie Strips",20.2380952380952,"NODF","gut"
"18972","Prairie Strips",14.2857142857143,"NODF","gut"
"18973","Prairie Strips",45.9183673469388,"NODF","sme"
"18974","Prairie Strips",30.1025641025641,"NODF","sme"
"18975","Prairie Strips",41.5151515151515,"NODF","smi"
"18976","Prairie Strips",40.1369863013699,"NODF","smi"
"18977","Prairie Strips",47.6940639269406,"NODF","sto"
"18978","Prairie Strips",36.1872146118722,"NODF","sto"
"18979","Prairie Strips",23.202614379085,"NODF","who"
"18980","Prairie Strips",58.6666666666667,"NODF","who"
"18981","Prairie Strips",48.062015503876,"NODF","gut"
"18982","Prairie Strips",5.88235294117647,"NODF","gut"
"18983","Prairie Strips",9.21052631578947,"NODF","sme"
"18984","Prairie Strips",34.0643274853801,"NODF","sme"
"18985","Prairie Strips",45.3333333333333,"NODF","smi"
"18986","Prairie Strips",35,"NODF","smi"
"18987","Prairie Strips",39.7590361445783,"NODF","sto"
"18988","Prairie Strips",27.014652014652,"NODF","sto"
"18989","Prairie Strips",50,"NODF","who"
"18990","Prairie Strips",43.8181818181818,"NODF","who"
"18991","Prairie Strips",42.6851851851852,"NODF","gut"
"18992","Prairie Strips",53.05,"NODF","gut"
"18993","Prairie Strips",25.7201646090535,"NODF","sme"
"18994","Prairie Strips",38.9954337899543,"NODF","sme"
"18995","Prairie Strips",21.969696969697,"NODF","smi"
"18996","Prairie Strips",47.5091575091575,"NODF","smi"
"18997","Prairie Strips",18.1286549707602,"NODF","sto"
"18998","Prairie Strips",22.2222222222222,"NODF","sto"
"18999","Prairie Strips",51.2087912087912,"NODF","who"
"19000","Prairie Strips",30,"NODF","who"
"19001","Crop Fields",16.6666666666667,"NODF","gut"
"19002","Crop Fields",19.2771084337349,"NODF","gut"
"19003","Crop Fields",46.4912280701754,"NODF","sme"
"19004","Crop Fields",4.76190476190476,"NODF","sme"
"19005","Crop Fields",16.6666666666667,"NODF","smi"
"19006","Crop Fields",27.5510204081633,"NODF","smi"
"19007","Crop Fields",22.8310502283105,"NODF","sto"
"19008","Crop Fields",26.7399267399267,"NODF","sto"
"19009","Crop Fields",23.4567901234568,"NODF","who"
"19010","Crop Fields",27.5100401606426,"NODF","who"
"19011","Crop Fields",29.0123456790123,"NODF","gut"
"19012","Crop Fields",17.1666666666667,"NODF","gut"
"19013","Crop Fields",27.34375,"NODF","sme"
"19014","Crop Fields",13.013698630137,"NODF","sme"
"19015","Crop Fields",18.870523415978,"NODF","smi"
"19016","Crop Fields",19.9074074074074,"NODF","smi"
"19017","Crop Fields",23.8095238095238,"NODF","sto"
"19018","Crop Fields",16.4383561643836,"NODF","sto"
"19019","Crop Fields",21.3991769547325,"NODF","who"
"19020","Crop Fields",17.96875,"NODF","who"
"19021","Crop Fields",17.032967032967,"NODF","gut"
"19022","Crop Fields",21.3333333333333,"NODF","gut"
"19023","Crop Fields",23.8888888888889,"NODF","sme"
"19024","Crop Fields",15.1851851851852,"NODF","sme"
"19025","Crop Fields",23.5119047619048,"NODF","smi"
"19026","Crop Fields",26.7489711934156,"NODF","smi"
"19027","Crop Fields",20.6018518518519,"NODF","sto"
"19028","Crop Fields",19.2708333333333,"NODF","sto"
"19029","Crop Fields",21.1779448621554,"NODF","who"
"19030","Crop Fields",13.28125,"NODF","who"
"19031","Crop Fields",16.3265306122449,"NODF","gut"
"19032","Crop Fields",19.4139194139194,"NODF","gut"
"19033","Crop Fields",24.6969696969697,"NODF","sme"
"19034","Crop Fields",18.3333333333333,"NODF","sme"
"19035","Crop Fields",29.4270833333333,"NODF","smi"
"19036","Crop Fields",17.8082191780822,"NODF","smi"
"19037","Crop Fields",22.8070175438597,"NODF","sto"
"19038","Crop Fields",32.5520833333333,"NODF","sto"
"19039","Crop Fields",18.3127572016461,"NODF","who"
"19040","Crop Fields",15.018315018315,"NODF","who"
"19041","Crop Fields",25.3086419753086,"NODF","gut"
"19042","Crop Fields",17.9487179487179,"NODF","gut"
"19043","Crop Fields",21.5277777777778,"NODF","sme"
"19044","Crop Fields",13.28125,"NODF","sme"
"19045","Crop Fields",21.0045662100457,"NODF","smi"
"19046","Crop Fields",17.3333333333333,"NODF","smi"
"19047","Crop Fields",12.6721763085399,"NODF","sto"
"19048","Crop Fields",17.1875,"NODF","sto"
"19049","Crop Fields",14.8148148148148,"NODF","who"
"19050","Crop Fields",26.7399267399267,"NODF","who"
"19051","Crop Fields",18.4981684981685,"NODF","gut"
"19052","Crop Fields",25.2604166666667,"NODF","gut"
"19053","Crop Fields",10.4395604395604,"NODF","sme"
"19054","Crop Fields",19.6428571428571,"NODF","sme"
"19055","Crop Fields",18.2291666666667,"NODF","smi"
"19056","Crop Fields",18,"NODF","smi"
"19057","Crop Fields",21.6216216216216,"NODF","sto"
"19058","Crop Fields",33.9181286549708,"NODF","sto"
"19059","Crop Fields",16.6666666666667,"NODF","who"
"19060","Crop Fields",20.3196347031963,"NODF","who"
"19061","Crop Fields",26.3888888888889,"NODF","gut"
"19062","Crop Fields",23.6263736263736,"NODF","gut"
"19063","Crop Fields",10,"NODF","sme"
"19064","Crop Fields",20.3030303030303,"NODF","sme"
"19065","Crop Fields",11.1111111111111,"NODF","smi"
"19066","Crop Fields",11.5740740740741,"NODF","smi"
"19067","Crop Fields",31.8452380952381,"NODF","sto"
"19068","Crop Fields",25.462962962963,"NODF","sto"
"19069","Crop Fields",16.8724279835391,"NODF","who"
"19070","Crop Fields",24.21875,"NODF","who"
"19071","Crop Fields",21.4285714285714,"NODF","gut"
"19072","Crop Fields",26.8707482993197,"NODF","gut"
"19073","Crop Fields",20.3125,"NODF","sme"
"19074","Crop Fields",15.843621399177,"NODF","sme"
"19075","Crop Fields",17.032967032967,"NODF","smi"
"19076","Crop Fields",21.969696969697,"NODF","smi"
"19077","Crop Fields",22,"NODF","sto"
"19078","Crop Fields",17.3469387755102,"NODF","sto"
"19079","Crop Fields",16.4609053497942,"NODF","who"
"19080","Crop Fields",18,"NODF","who"
"19081","Crop Fields",18.1481481481481,"NODF","gut"
"19082","Crop Fields",18,"NODF","gut"
"19083","Crop Fields",16.6666666666667,"NODF","sme"
"19084","Crop Fields",19.53125,"NODF","sme"
"19085","Crop Fields",20.1646090534979,"NODF","smi"
"19086","Crop Fields",12.962962962963,"NODF","smi"
"19087","Crop Fields",17.96875,"NODF","sto"
"19088","Crop Fields",19.1666666666667,"NODF","sto"
"19089","Crop Fields",15,"NODF","who"
"19090","Crop Fields",15.1785714285714,"NODF","who"
"19091","Crop Fields",22.0164609053498,"NODF","gut"
"19092","Crop Fields",12.3287671232877,"NODF","gut"
"19093","Crop Fields",29.8245614035088,"NODF","sme"
"19094","Crop Fields",13.6986301369863,"NODF","sme"
"19095","Crop Fields",19.047619047619,"NODF","smi"
"19096","Crop Fields",28.9473684210526,"NODF","smi"
"19097","Crop Fields",9.87654320987654,"NODF","sto"
"19098","Crop Fields",12.6373626373626,"NODF","sto"
"19099","Crop Fields",18.1818181818182,"NODF","who"
"19100","Crop Fields",12.5925925925926,"NODF","who"
"19101","Crop Fields",15.8333333333333,"NODF","gut"
"19102","Crop Fields",26.1904761904762,"NODF","gut"
"19103","Crop Fields",21.978021978022,"NODF","sme"
"19104","Crop Fields",18.7242798353909,"NODF","sme"
"19105","Crop Fields",28.90625,"NODF","smi"
"19106","Crop Fields",13.1818181818182,"NODF","smi"
"19107","Crop Fields",21.6666666666667,"NODF","sto"
"19108","Crop Fields",13.3928571428571,"NODF","sto"
"19109","Crop Fields",16.8333333333333,"NODF","who"
"19110","Crop Fields",16.6666666666667,"NODF","who"
"19111","Crop Fields",23.5537190082645,"NODF","gut"
"19112","Crop Fields",24.5614035087719,"NODF","gut"
"19113","Crop Fields",16.6666666666667,"NODF","sme"
"19114","Crop Fields",15.1651651651652,"NODF","sme"
"19115","Crop Fields",22.4279835390947,"NODF","smi"
"19116","Crop Fields",21.1111111111111,"NODF","smi"
"19117","Crop Fields",14.2857142857143,"NODF","sto"
"19118","Crop Fields",20.5761316872428,"NODF","sto"
"19119","Crop Fields",10.958904109589,"NODF","who"
"19120","Crop Fields",11.5384615384615,"NODF","who"
"19121","Crop Fields",35.1190476190476,"NODF","gut"
"19122","Crop Fields",26.1904761904762,"NODF","gut"
"19123","Crop Fields",13.0208333333333,"NODF","sme"
"19124","Crop Fields",24.1666666666667,"NODF","sme"
"19125","Crop Fields",14.7286821705426,"NODF","smi"
"19126","Crop Fields",25.8064516129032,"NODF","smi"
"19127","Crop Fields",22.0164609053498,"NODF","sto"
"19128","Crop Fields",21.2328767123288,"NODF","sto"
"19129","Crop Fields",32.03125,"NODF","who"
"19130","Crop Fields",18.5185185185185,"NODF","who"
"19131","Crop Fields",26.6081871345029,"NODF","gut"
"19132","Crop Fields",13.1944444444444,"NODF","gut"
"19133","Crop Fields",21.1111111111111,"NODF","sme"
"19134","Crop Fields",31.3953488372093,"NODF","sme"
"19135","Crop Fields",20.8333333333333,"NODF","smi"
"19136","Crop Fields",15.0684931506849,"NODF","smi"
"19137","Crop Fields",16.0493827160494,"NODF","sto"
"19138","Crop Fields",15.015015015015,"NODF","sto"
"19139","Crop Fields",20.8791208791209,"NODF","who"
"19140","Crop Fields",14.84375,"NODF","who"
"19141","Crop Fields",10.4545454545455,"NODF","gut"
"19142","Crop Fields",23.2142857142857,"NODF","gut"
"19143","Crop Fields",28.0821917808219,"NODF","sme"
"19144","Crop Fields",22.2222222222222,"NODF","sme"
"19145","Crop Fields",20.8333333333333,"NODF","smi"
"19146","Crop Fields",25.0915750915751,"NODF","smi"
"19147","Crop Fields",22.2222222222222,"NODF","sto"
"19148","Crop Fields",20.1646090534979,"NODF","sto"
"19149","Crop Fields",15.3645833333333,"NODF","who"
"19150","Crop Fields",21.5,"NODF","who"
"19151","Crop Fields",19.2307692307692,"NODF","gut"
"19152","Crop Fields",16.8949771689498,"NODF","gut"
"19153","Crop Fields",10,"NODF","sme"
"19154","Crop Fields",9.44444444444444,"NODF","sme"
"19155","Crop Fields",23.1231231231231,"NODF","smi"
"19156","Crop Fields",14.6296296296296,"NODF","smi"
"19157","Crop Fields",22.3958333333333,"NODF","sto"
"19158","Crop Fields",28.90625,"NODF","sto"
"19159","Crop Fields",15.7894736842105,"NODF","who"
"19160","Crop Fields",5.47945205479452,"NODF","who"
"19161","Crop Fields",21.09375,"NODF","gut"
"19162","Crop Fields",18.030303030303,"NODF","gut"
"19163","Crop Fields",16.5,"NODF","sme"
"19164","Crop Fields",18.5,"NODF","sme"
